P0010001,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0040001,P0040002,P0040003,state_x,county_x,tract_x,block_x,geoid,P0120001,P0120002,P0120003,P0120004,P0120005,P0120006,P0120007,P0120008,P0120009,P0120010,P0120011,P0120012,P0120013,P0120014,P0120015,P0120016,P0120017,P0120018,P0120019,P0120020,P0120021,P0120022,P0120023,P0120024,P0120025,P0120026,P0120027,P0120028,P0120029,P0120030,P0120031,P0120032,P0120033,P0120034,P0120035,P0120036,P0120037,P0120038,P0120039,P0120040,P0120041,P0120042,P0120043,P0120044,P0120045,P0120046,P0120047,P0120048,P0120049,state_y,county_y,tract_y,block_y,H00010001,H0030001,H0030002,H0030003,H0040001,H0040002,H0040003,H0040004,H0050001,H0050002,H0050003,H0050004,H0050005,H0050006,H0050007,H0050008,state,county,tract,block
369,369,320,8,0,22,0,4,15,369,358,11,36,47,301,4004,360470003014004,369,165,24,10,2,1,0,1,1,3,6,16,26,13,5,8,12,2,2,6,4,2,13,4,4,204,9,9,3,2,1,2,0,1,9,29,19,25,5,9,15,2,6,9,8,10,12,7,12,36,47,301,4004,207,207,198,9,198,90,36,72,9,6,0,0,0,2,0,1,36,47,301,4004
375,375,332,9,0,18,0,3,13,375,357,18,36,47,301,4005,360470003014005,375,173,15,4,4,3,2,0,0,4,6,18,18,15,14,12,8,1,12,2,6,14,7,6,2,202,18,8,5,3,2,0,0,4,19,26,21,19,13,11,13,8,9,4,4,7,5,3,0,36,47,301,4005,219,219,198,21,198,80,25,93,21,14,0,2,0,5,0,0,36,47,301,4005
67,67,56,0,0,0,0,0,11,67,63,4,36,47,301,5000,360470003015000,67,33,4,1,0,1,0,0,0,0,1,1,7,0,5,1,1,1,1,1,4,3,0,1,0,34,3,1,0,1,0,0,0,0,4,0,5,1,3,0,2,1,4,0,1,1,2,2,3,36,47,301,5000,39,39,36,3,36,12,4,20,3,2,0,0,0,1,0,0,36,47,301,5000
0,0,0,0,0,0,0,0,0,0,0,0,36,47,301,5001,360470003015001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,301,5001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,301,5001
0,0,0,0,0,0,0,0,0,0,0,0,36,47,301,5002,360470003015002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,301,5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,301,5002
0,0,0,0,0,0,0,0,0,0,0,0,36,47,301,5003,360470003015003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,301,5003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,301,5003
0,0,0,0,0,0,0,0,0,0,0,0,36,47,301,5004,360470003015004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,301,5004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,301,5004
12,12,12,0,0,0,0,0,0,12,12,0,36,47,301,5005,360470003015005,12,6,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,6,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,36,47,301,5005,5,5,5,0,5,1,1,3,0,0,0,0,0,0,0,0,36,47,301,5005
297,297,262,17,0,12,0,2,4,297,283,14,36,47,301,5006,360470003015006,297,140,16,3,1,3,0,0,0,1,5,12,16,15,9,5,10,4,4,4,10,9,7,1,5,157,16,7,6,1,0,0,0,2,5,17,15,19,13,5,15,3,5,4,5,7,3,5,4,36,47,301,5006,184,184,158,26,158,58,51,49,26,1,0,4,0,11,0,10,36,47,301,5006
0,0,0,0,0,0,0,0,0,0,0,0,36,47,301,5007,360470003015007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,301,5007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,47,301,5007
103,103,100,0,0,3,0,0,0,103,101,2,36,47,301,5008,360470003015008,103,47,1,2,2,0,1,0,0,1,1,2,3,6,2,2,3,4,1,4,1,5,2,1,3,56,2,1,4,0,1,0,0,2,7,2,1,6,3,9,1,0,3,2,5,2,2,2,1,36,47,301,5008,61,61,60,1,60,14,20,26,1,0,0,0,0,0,0,1,36,47,301,5008
